timestamp, q0, q1, q2, q3
1540674791063, -0.617249, -0.353027, -0.222107, -0.667236
1540674791121, -0.655457, -0.353027, -0.222107, -0.667236
1540674791121, -0.655457, -0.281738, -0.222107, -0.667236
1540674791121, -0.655457, -0.281738, -0.206360, -0.667236
1540674791122, -0.655457, -0.281738, -0.206360, -0.669739
1540674791183, -0.659119, -0.281738, -0.206360, -0.669739
1540674791184, -0.659119, -0.278015, -0.206360, -0.669739
1540674791184, -0.659119, -0.278015, -0.190613, -0.669739
1540674791184, -0.659119, -0.278015, -0.190613, -0.672363
1540674791240, -0.673828, -0.278015, -0.190613, -0.672363
1540674791241, -0.673828, -0.252380, -0.190613, -0.672363
1540674791241, -0.673828, -0.252380, -0.192688, -0.672363
1540674791242, -0.673828, -0.252380, -0.192688, -0.667236
1540674791300, -0.669434, -0.252380, -0.192688, -0.667236
1540674791300, -0.669434, -0.259583, -0.192688, -0.667236
1540674791301, -0.669434, -0.259583, -0.184387, -0.667236
1540674791302, -0.669434, -0.259583, -0.184387, -0.671265
1540674791332, -0.687683, -0.259583, -0.184387, -0.671265
1540674791332, -0.687683, -0.217224, -0.184387, -0.671265
1540674791333, -0.687683, -0.217224, -0.182556, -0.671265
1540674791334, -0.687683, -0.217224, -0.182556, -0.668396
1540674791390, -0.686707, -0.217224, -0.182556, -0.668396
1540674791390, -0.686707, -0.216431, -0.182556, -0.668396
1540674791391, -0.686707, -0.216431, -0.159973, -0.668396
1540674791392, -0.686707, -0.216431, -0.159973, -0.675354
1540674791455, -0.691650, -0.216431, -0.159973, -0.675354
1540674791456, -0.691650, -0.191406, -0.159973, -0.675354
1540674791457, -0.691650, -0.191406, -0.156677, -0.675354
1540674791459, -0.691650, -0.191406, -0.156677, -0.678650
1540674791510, -0.701721, -0.191406, -0.156677, -0.678650
1540674791511, -0.701721, -0.158997, -0.156677, -0.678650
1540674791513, -0.701721, -0.158997, -0.140869, -0.678650
1540674791516, -0.701721, -0.158997, -0.140869, -0.680115
1540674791570, -0.699463, -0.158997, -0.140869, -0.680115
1540674791571, -0.699463, -0.164124, -0.140869, -0.680115
1540674791571, -0.699463, -0.164124, -0.141602, -0.680115
1540674791571, -0.699463, -0.164124, -0.141602, -0.681091
1540674791660, -0.700439, -0.164124, -0.141602, -0.681091
1540674791661, -0.700439, -0.157349, -0.141602, -0.681091
1540674791661, -0.700439, -0.157349, -0.143616, -0.681091
1540674791662, -0.700439, -0.157349, -0.143616, -0.681274
1540674791663, -0.703064, -0.157349, -0.143616, -0.681274
1540674791721, -0.702026, -0.157349, -0.143616, -0.681274
1540674791721, -0.702026, -0.147095, -0.143616, -0.681274
1540674791721, -0.702026, -0.147095, -0.132629, -0.681274
1540674791722, -0.702026, -0.147095, -0.132629, -0.684143
1540674791787, -0.702148, -0.147095, -0.132629, -0.684143
1540674791787, -0.702148, -0.152893, -0.132629, -0.684143
1540674791788, -0.702148, -0.152893, -0.131287, -0.684143
1540674791789, -0.702148, -0.152893, -0.131287, -0.682983
1540674791841, -0.704956, -0.152893, -0.131287, -0.682983
1540674791842, -0.704956, -0.133850, -0.131287, -0.682983
1540674791843, -0.704956, -0.133850, -0.136719, -0.682983
1540674791844, -0.704956, -0.133850, -0.136719, -0.683044
1540674791901, -0.701477, -0.133850, -0.136719, -0.683044
1540674791902, -0.701477, -0.148621, -0.136719, -0.683044
1540674791903, -0.701477, -0.148621, -0.133972, -0.683044
1540674791904, -0.701477, -0.148621, -0.133972, -0.684082
1540674791960, -0.699585, -0.148621, -0.133972, -0.684082
1540674791961, -0.699585, -0.159546, -0.133972, -0.684082
1540674791961, -0.699585, -0.159546, -0.133240, -0.684082
1540674791963, -0.699585, -0.159546, -0.133240, -0.683716
1540674791990, -0.701599, -0.159546, -0.133240, -0.683716
1540674791991, -0.701599, -0.146484, -0.133240, -0.683716
1540674791991, -0.701599, -0.146484, -0.130249, -0.683716
1540674791992, -0.701599, -0.146484, -0.130249, -0.685181
1540674792051, -0.700989, -0.146484, -0.130249, -0.685181
1540674792051, -0.700989, -0.151550, -0.130249, -0.685181
1540674792052, -0.700989, -0.151550, -0.132935, -0.685181
1540674792053, -0.700989, -0.151550, -0.132935, -0.684143
1540674792110, -0.699097, -0.151550, -0.132935, -0.684143
1540674792110, -0.699097, -0.160889, -0.132935, -0.684143
1540674792112, -0.699097, -0.160889, -0.136475, -0.684143
1540674792114, -0.699097, -0.160889, -0.136475, -0.683289
1540674792170, -0.701599, -0.160889, -0.136475, -0.683289
1540674792170, -0.701599, -0.149475, -0.136475, -0.683289
1540674792171, -0.701599, -0.149475, -0.136536, -0.683289
1540674792172, -0.701599, -0.149475, -0.136536, -0.683289
1540674792230, -0.699829, -0.149475, -0.136536, -0.683289
1540674792230, -0.699829, -0.157898, -0.136536, -0.683289
1540674792231, -0.699829, -0.157898, -0.132568, -0.683289
1540674792232, -0.699829, -0.157898, -0.132568, -0.683960
1540674792290, -0.701355, -0.157898, -0.132568, -0.683960
1540674792290, -0.701355, -0.150879, -0.132568, -0.683960
1540674792291, -0.701355, -0.150879, -0.136597, -0.683960
1540674792293, -0.701355, -0.150879, -0.136597, -0.683228
1540674792320, -0.699463, -0.150879, -0.136597, -0.683228
1540674792321, -0.699463, -0.158020, -0.136597, -0.683228
1540674792321, -0.699463, -0.158020, -0.135986, -0.683228
