1540720495168,0.031433,0.250061,0.966614,0.044312,kickflip
1540720495172,0.031433,0.250183,0.966614,0.044312,kickflip
1540720495176,0.031433,0.250183,0.966797,0.044312,kickflip
1540720495179,0.031433,0.250183,0.966797,0.040100,kickflip
1540720495288,0.024353,0.250183,0.966797,0.040100,kickflip
1540720495295,0.024353,0.250610,0.966797,0.040100,kickflip
1540720495299,0.024353,0.250610,0.966919,0.040100,kickflip
1540720495302,0.024353,0.250610,0.966919,0.039551,kickflip
1540720495305,0.025146,0.250610,0.966919,0.039551,kickflip
1540720495349,0.027588,0.250610,0.966919,0.039551,kickflip
1540720495353,0.027588,0.250427,0.966919,0.039551,kickflip
1540720495356,0.027588,0.250427,0.966980,0.039551,kickflip
1540720495359,0.027588,0.250427,0.966980,0.037598,kickflip
1540720495379,0.026611,0.250427,0.966980,0.037598,kickflip
1540720495382,0.026611,0.250427,0.966980,0.037598,kickflip
1540720495385,0.026611,0.250427,0.966980,0.037598,kickflip
1540720495387,0.026611,0.250427,0.966980,0.037537,kickflip
1540720495439,0.026184,0.250427,0.966980,0.037537,kickflip
1540720495441,0.026184,0.250305,0.966980,0.037537,kickflip
1540720495444,0.026184,0.250305,0.967102,0.037537,kickflip
1540720495446,0.026184,0.250305,0.967102,0.035950,kickflip
1540720495498,0.025513,0.250305,0.967102,0.035950,kickflip
1540720495502,0.025513,0.250244,0.967102,0.035950,kickflip
1540720495506,0.025513,0.250244,0.967224,0.035950,kickflip
1540720495509,0.025513,0.250244,0.967224,0.034119,kickflip
1540720495588,0.026062,0.250244,0.967224,0.034119,kickflip
1540720495618,0.026062,0.250244,0.967224,0.034119,kickflip
1540720495623,0.026062,0.250244,0.967102,0.034119,kickflip
1540720495626,0.026062,0.250244,0.967102,0.036011,kickflip
1540720495629,0.027832,0.250244,0.967102,0.036011,kickflip
1540720495632,0.027832,0.250183,0.967102,0.036011,kickflip
1540720495678,0.028625,0.250183,0.967102,0.036011,kickflip
1540720495682,0.028625,0.250183,0.967102,0.036011,kickflip
1540720495686,0.028625,0.250183,0.966858,0.036011,kickflip
1540720495688,0.028625,0.250183,0.966858,0.041443,kickflip
1540720495708,0.028687,0.250183,0.966858,0.041443,kickflip
1540720495712,0.028687,0.250244,0.966858,0.041443,kickflip
