1540718648435,0.999634,0.009949,-0.020081,-0.012085,(null)
1540718648483,0.999634,0.009949,-0.020081,-0.012085,(null)
1540718648489,0.999634,0.010132,-0.020081,-0.012085,(null)
1540718648494,0.999634,0.010132,-0.020325,-0.012085,(null)
1540718648499,0.999634,0.010132,-0.020325,-0.012329,(null)
1540718648543,0.999634,0.010132,-0.020325,-0.012329,(null)
1540718648548,0.999634,0.009277,-0.020325,-0.012329,(null)
1540718648551,0.999634,0.009277,-0.020264,-0.012329,(null)
1540718648554,0.999634,0.009277,-0.020264,-0.012512,(null)
1540718648603,0.999634,0.009277,-0.020264,-0.012512,(null)
1540718648607,0.999634,0.009460,-0.020264,-0.012512,(null)
1540718648610,0.999634,0.009460,-0.020081,-0.012512,(null)
1540718648614,0.999634,0.009460,-0.020081,-0.012695,(null)
1540718648633,0.999634,0.009460,-0.020081,-0.012695,(null)
1540718648636,0.999634,0.009583,-0.020081,-0.012695,(null)
1540718648638,0.999634,0.009583,-0.019897,-0.012695,(null)
1540718648639,0.999634,0.009583,-0.019897,-0.012939,(null)
1540718648693,0.999634,0.009583,-0.019897,-0.012939,(null)
1540718648695,0.999634,0.009766,-0.019897,-0.012939,(null)
1540718648696,0.999634,0.009766,-0.020081,-0.012939,(null)
1540718648698,0.999634,0.009766,-0.020081,-0.013123,(null)
1540718648753,0.999634,0.009766,-0.020081,-0.013123,(null)
1540718648755,0.999634,0.009644,-0.020081,-0.013123,(null)
1540718648756,0.999634,0.009644,-0.020264,-0.013123,(null)
1540718648757,0.999634,0.009644,-0.020264,-0.013306,(null)
1540718648813,0.999634,0.009644,-0.020264,-0.013306,(null)
1540718648815,0.999634,0.008789,-0.020264,-0.013306,(null)
1540718648816,0.999634,0.008789,-0.019897,-0.013306,(null)
1540718648818,0.999634,0.008789,-0.019897,-0.013489,(null)
1540718648873,0.999634,0.008789,-0.019897,-0.013489,(null)
1540718648875,0.999634,0.009521,-0.019897,-0.013489,(null)
1540718648877,0.999634,0.009521,-0.020203,-0.013489,(null)
1540718648879,0.999634,0.009521,-0.020203,-0.013733,(null)
1540718648933,0.999634,0.009521,-0.020203,-0.013733,(null)
1540718648942,0.999634,0.009338,-0.020203,-0.013733,(null)
1540718648951,0.999634,0.009338,-0.020081,-0.013733,(null)
1540718648953,0.999634,0.009338,-0.020081,-0.013916,(null)
1540718648963,0.999634,0.009338,-0.020081,-0.013916,(null)
1540718648966,0.999634,0.009216,-0.020081,-0.013916,(null)
1540718648967,0.999634,0.009216,-0.019958,-0.013916,(null)
1540718648969,0.999634,0.009216,-0.019958,-0.014160,(null)
1540718649023,0.999634,0.009216,-0.019958,-0.014160,(null)
1540718649026,0.999634,0.009705,-0.019958,-0.014160,(null)
1540718649028,0.999634,0.009705,-0.020630,-0.014160,(null)
1540718649031,0.999634,0.009705,-0.020630,-0.014343,(null)
1540718649083,0.999634,0.009705,-0.020630,-0.014343,(null)
1540718649086,0.999634,0.009094,-0.020630,-0.014343,(null)
1540718649088,0.999634,0.009094,-0.020264,-0.014343,(null)
1540718649090,0.999634,0.009094,-0.020264,-0.014526,(null)
1540718649143,0.999634,0.009094,-0.020264,-0.014526,(null)
1540718649146,0.999634,0.009338,-0.020264,-0.014526,(null)
1540718649148,0.999634,0.009338,-0.020325,-0.014526,(null)
1540718649150,0.999634,0.009338,-0.020325,-0.014771,(null)
