1540720890909,0.008728,-0.706360,0.707703,0.011536,nollie shoveit
1540720890912,0.008728,-0.706360,0.707703,0.011536,nollie shoveit
1540720890914,0.008728,-0.706360,0.707703,0.010864,nollie shoveit
1540720890935,-0.003540,-0.706360,0.707703,0.010864,nollie shoveit
1540720890938,-0.003540,-0.706482,0.707703,0.010864,nollie shoveit
1540720890940,-0.003540,-0.706482,0.707703,0.010864,nollie shoveit
1540720890941,-0.003540,-0.706482,0.707703,0.006592,nollie shoveit
1540720890995,-0.013428,-0.706482,0.707703,0.006592,nollie shoveit
1540720890999,-0.013428,-0.706482,0.707703,0.006592,nollie shoveit
1540720891003,-0.013428,-0.706482,0.707458,0.006592,nollie shoveit
1540720891005,-0.013428,-0.706482,0.707458,0.011230,nollie shoveit
1540720891055,0.004578,-0.706482,0.707458,0.011230,nollie shoveit
1540720891058,0.004578,-0.706604,0.707458,0.011230,nollie shoveit
1540720891060,0.004578,-0.706604,0.706665,0.011230,nollie shoveit
1540720891062,0.004578,-0.706604,0.706665,0.035583,nollie shoveit
1540720891115,0.008118,-0.706604,0.706665,0.035583,nollie shoveit
1540720891120,0.008118,-0.706787,0.706665,0.035583,nollie shoveit
1540720891123,0.008118,-0.706787,0.706421,0.035583,nollie shoveit
1540720891126,0.008118,-0.706787,0.706421,0.036865,nollie shoveit
1540720891175,0.005615,-0.706787,0.706421,0.036865,nollie shoveit
1540720891179,0.005615,-0.706421,0.706421,0.036865,nollie shoveit
1540720891183,0.005615,-0.706421,0.706238,0.036865,nollie shoveit
1540720891186,0.005615,-0.706421,0.706238,0.046082,nollie shoveit
1540720891235,0.004822,-0.706421,0.706238,0.046082,nollie shoveit
1540720891239,0.004822,-0.706543,0.706238,0.046082,nollie shoveit
1540720891241,0.004822,-0.706543,0.706665,0.046082,nollie shoveit
1540720891244,0.004822,-0.706543,0.706665,0.037231,nollie shoveit
1540720891265,0.008911,-0.706543,0.706665,0.037231,nollie shoveit
1540720891269,0.008911,-0.706909,0.706665,0.037231,nollie shoveit
1540720891273,0.008911,-0.706909,0.706726,0.037231,nollie shoveit
1540720891276,0.008911,-0.706909,0.706726,0.027222,nollie shoveit
1540720891325,0.004395,-0.706909,0.706726,0.027222,nollie shoveit
1540720891329,0.004395,-0.706848,0.706726,0.027222,nollie shoveit
1540720891332,0.004395,-0.706848,0.706848,0.027222,nollie shoveit
1540720891335,0.004395,-0.706848,0.706848,0.026855,nollie shoveit
1540720891415,-0.008118,-0.706848,0.706848,0.026855,nollie shoveit
1540720891419,-0.008118,-0.707031,0.706848,0.026855,nollie shoveit
1540720891422,-0.008118,-0.707031,0.706970,0.026855,nollie shoveit
1540720891424,-0.008118,-0.707031,0.706970,0.014709,nollie shoveit
1540720891445,-0.004272,-0.707031,0.706970,0.014709,nollie shoveit
1540720891448,-0.004272,-0.707092,0.706970,0.014709,nollie shoveit
1540720891452,-0.004272,-0.707092,0.706726,0.014709,nollie shoveit
1540720891455,-0.004272,-0.707092,0.706726,0.023743,nollie shoveit
