1540710465797, 0.056396, -0.922974, 0.380737, 0.002686

1540710465806, 0.056396, -0.922791, 0.380737, 0.002686

1540710465812, 0.056396, -0.922791, 0.381104, 0.002686

1540710465817, 0.056396, -0.922791, 0.381104, 0.002930

1540710465829, 0.055237, -0.922791, 0.381104, 0.002930

1540710465832, 0.055237, -0.922668, 0.381104, 0.002930

1540710465834, 0.055237, -0.922668, 0.381653, 0.002930

1540710465837, 0.055237, -0.922668, 0.381653, 0.000732

1540710465887, 0.053772, -0.922668, 0.381653, 0.000732

1540710465891, 0.053772, -0.922668, 0.381653, 0.000732

1540710465893, 0.053772, -0.922668, 0.381836, 0.000732

1540710465895, 0.053772, -0.922668, 0.381836, -0.001038

1540710465977, 0.050964, -0.922668, 0.381836, -0.001038

1540710466007, 0.050964, -0.922913, 0.381836, -0.001038

1540710466036, 0.050964, -0.922913, 0.381653, -0.001038

1540710466066, 0.050964, -0.922913, 0.381653, -0.002747

1540710466126, 0.050110, -0.922913, 0.381653, -0.002747

1540710466129, 0.050110, -0.922974, 0.381653, -0.002747

1540710466156, 0.051636, -0.922974, 0.381653, -0.002747

1540710466161, 0.053406, -0.922974, 0.381653, -0.002747

1540710466164, 0.052795, -0.922974, 0.381653, -0.002747

1540710466168, 0.052795, -0.921387, 0.381653, -0.002747

1540710466217, 0.051331, -0.921387, 0.381653, -0.002747

1540710466222, 0.051331, -0.921143, 0.381653, -0.002747

1540710466226, 0.051331, -0.921143, 0.385803, -0.002747

1540710466228, 0.051331, -0.921143, 0.385803, 0.002991

1540710466276, 0.048279, -0.921143, 0.385803, 0.002991

1540710466280, 0.048279, -0.921265, 0.385803, 0.002991

1540710466282, 0.048279, -0.921265, 0.385986, 0.002991

1540710466285, 0.048279, -0.921265, 0.385986, -0.005554

1540710466337, 0.047546, -0.921265, 0.385986, -0.005554

1540710466342, 0.047546, -0.921204, 0.385986, -0.005554

1540710466345, 0.047546, -0.921204, 0.385925, -0.005554

1540710466348, 0.047546, -0.921204, 0.385925, -0.014282

1540710466397, 0.058289, -0.921204, 0.385925, -0.014282

1540710466402, 0.058289, -0.920227, 0.385925, -0.014282

1540710466406, 0.058289, -0.920227, 0.386658, -0.014282

1540710466409, 0.058289, -0.920227, 0.386658, -0.017334

1540710466457, 0.048157, -0.920227, 0.386658, -0.017334

1540710466461, 0.048157, -0.920532, 0.386658, -0.017334

1540710466463, 0.048157, -0.920532, 0.387695, -0.017334

1540710466465, 0.048157, -0.920532, 0.387695, -0.005798

1540710466487, 0.049744, -0.920532, 0.387695, -0.005798

1540710466491, 0.049744, -0.920898, 0.387695, -0.005798

1540710466493, 0.049744, -0.920898, 0.386719, -0.005798

1540710466496, 0.049744, -0.920898, 0.386719, 0.000610

1540710466546, 0.067932, -0.920898, 0.386719, 0.000610

1540710466550, 0.067932, -0.919800, 0.386719, 0.000610

1540710466552, 0.067932, -0.919800, 0.386414, 0.000610

1540710466555, 0.067932, -0.919800, 0.386414, 0.008789

1540710466607, 0.038818, -0.919800, 0.386414, 0.008789

1540710466612, 0.038818, -0.921204, 0.386414, 0.008789

1540710466615, 0.038818, -0.921204, 0.387085, 0.008789

1540710466618, 0.038818, -0.921204, 0.387085, 0.008545

1540710466666, 0.056458, -0.921204, 0.387085, 0.008545

1540710466670, 0.056458, -0.920532, 0.387085, 0.008545

1540710466673, 0.056458, -0.920532, 0.385681, 0.008545

1540710466675, 0.056458, -0.920532, 0.385681, 0.027344

1540710466727, 0.022034, -0.920532, 0.385681, 0.027344

1540710466731, 0.022034, -0.921631, 0.385681, 0.027344

1540710466735, 0.022034, -0.921631, 0.385132, 0.027344

1540710466738, 0.022034, -0.921631, 0.385132, 0.042480

1540710466787, -0.098022, -0.921631, 0.385132, 0.042480

1540710466792, -0.098022, -0.914917, 0.385132, 0.042480

1540710466795, -0.098022, -0.914917, 0.381470, 0.042480

1540710466816, -0.098022, -0.914917, 0.381470, 0.088623

1540710466819, -0.267151, -0.914917, 0.381470, 0.088623

1540710466821, -0.267151, -0.880859, 0.381470, 0.088623

1540710466825, -0.267151, -0.880859, 0.359192, 0.088623

1540710466846, -0.267151, -0.880859, 0.359192, 0.153992

1540710466906, -0.474548, -0.880859, 0.359192, 0.153992

1540710466936, -0.474548, -0.791077, 0.359192, 0.153992

1540710466940, -0.474548, -0.791077, 0.312683, 0.153992

1540710466942, -0.474548, -0.791077, 0.312683, 0.226440

1540710466945, -0.745728, -0.791077, 0.312683, 0.226440

1540710466947, -0.745728, -0.544006, 0.312683, 0.226440

1540710466996, -0.901672, -0.544006, 0.312683, 0.226440

1540710467000, -0.901672, -0.203674, 0.312683, 0.226440

1540710467003, -0.901672, -0.203674, 0.103943, 0.226440

1540710467005, -0.901672, -0.203674, 0.103943, 0.367004

1540710467056, -0.926453, -0.203674, 0.103943, 0.367004

1540710467060, -0.926453, 0.042236, 0.103943, 0.367004

1540710467062, -0.926453, 0.042236, -0.012085, 0.367004

1540710467064, -0.926453, 0.042236, -0.012085, 0.373901

1540710467117, -0.889526, 0.042236, -0.012085, 0.373901

1540710467122, -0.889526, 0.274597, -0.012085, 0.373901

1540710467125, -0.889526, 0.274597, -0.096680, 0.373901

1540710467128, -0.889526, 0.274597, -0.096680, 0.352173

1540710467146, -0.823547, 0.274597, -0.096680, 0.352173

1540710467150, -0.823547, 0.437744, -0.096680, 0.352173

1540710467153, -0.823547, 0.437744, -0.158997, 0.352173

1540710467155, -0.823547, 0.437744, -0.158997, 0.323853

1540710467206, -0.634521, 0.437744, -0.158997, 0.323853

1540710467210, -0.634521, 0.682312, -0.158997, 0.323853

1540710467212, -0.634521, 0.682312, -0.265808, 0.323853

1540710467215, -0.634521, 0.682312, -0.265808, 0.247375

1540710467296, -0.245361, 0.682312, -0.265808, 0.247375

1540710467327, -0.245361, 0.890198, -0.265808, 0.247375

1540710467331, -0.245361, 0.890198, -0.377014, 0.247375

1540710467335, -0.245361, 0.890198, -0.377014, 0.071838

1540710467338, -0.068787, 0.890198, -0.377014, 0.071838

1540710467341, -0.068787, 0.920105, -0.377014, 0.071838

1540710467417, -0.200073, 0.920105, -0.377014, 0.071838

1540710467421, -0.200073, 0.905762, -0.377014, 0.071838

1540710467424, -0.200073, 0.905762, -0.371643, 0.071838

1540710467446, -0.200073, 0.905762, -0.371643, 0.036926

1540710467449, -0.110229, 0.905762, -0.371643, 0.036926

1540710467452, -0.110229, 0.916626, -0.371643, 0.036926

1540710467476, -0.110229, 0.916626, -0.384155, 0.036926

1540710467479, -0.110229, 0.916626, -0.384155, 0.009460

1540710467482, -0.014526, 0.916626, -0.384155, 0.009460

1540710467484, -0.014526, 0.920837, -0.384155, 0.009460

1540710467487, -0.014526, 0.920837, -0.389648, 0.009460

1540710467536, -0.029724, 0.920837, -0.389648, 0.009460

1540710467540, -0.029724, 0.919983, -0.389648, 0.009460

1540710467542, -0.029724, 0.919983, -0.390564, 0.009460

